total questions,correct questions,Performance,Job Profile Name,correctness
2,1,Average,Artificial Intelligence (AI) Engineer,50
7,7,Excellent,Artificial Intelligence (AI) Engineer,100
5,6,can't predict,Full Stack Developer,120
3,9,can't predict,Full Stack Developer,300
9,9,Excellent,Full Stack Developer,100
4,0,Needs Improvement,Data Analyst,0
3,10,can't predict,Artificial Intelligence (AI) Engineer,333.33
1,9,can't predict,Data Analyst,900
7,3,Below Average,Data Analyst,42.86
1,8,can't predict,Database Administrator,800
1,1,Excellent,Full Stack Developer,100
5,0,Needs Improvement,Data Analyst,0
5,6,can't predict,Artificial Intelligence (AI) Engineer,120
9,6,Above Average,Artificial Intelligence (AI) Engineer,66.67
3,7,can't predict,Full Stack Developer,233.33
8,7,Very Good,Full Stack Developer,87.5
3,8,can't predict,Data Analyst,266.67
5,0,Needs Improvement,Full Stack Developer,0
8,6,Good,Data Analyst,75
3,4,can't predict,Full Stack Developer,133.33
6,3,Average,Full Stack Developer,50
8,1,Extremely Poor,Cybersecurity Analyst,12.5
10,9,Excellent,Cybersecurity Analyst,90
6,4,Above Average,Artificial Intelligence (AI) Engineer,66.67
5,3,Above Average,Cybersecurity Analyst,60
2,5,can't predict,Full Stack Developer,250
10,5,Average,Data Analyst,50
5,2,Below Average,Full Stack Developer,40
6,1,Extremely Poor,Database Administrator,16.67
2,3,can't predict,Full Stack Developer,150
3,3,Excellent,Full Stack Developer,100
8,9,can't predict,Full Stack Developer,112.5
5,10,can't predict,Full Stack Developer,200
3,3,Excellent,Database Administrator,100
7,7,Excellent,Database Administrator,100
5,1,Very Poor,Data Analyst,20
7,5,Good,Data Analyst,71.43
9,9,Excellent,Database Administrator,100
3,6,can't predict,Full Stack Developer,200
3,8,can't predict,Data Analyst,266.67
8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
2,6,can't predict,Data Analyst,300
6,1,Extremely Poor,Database Administrator,16.67
10,9,Excellent,Data Analyst,90
10,1,Extremely Poor,Data Analyst,10
4,9,can't predict,Data Analyst,225
1,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
10,8,Very Good,Data Analyst,80
8,5,Above Average,Full Stack Developer,62.5
7,9,can't predict,Data Analyst,128.57
10,7,Good,Data Analyst,70
6,2,Poor,Data Analyst,33.33
3,5,can't predict,Full Stack Developer,166.67
8,8,Excellent,Artificial Intelligence (AI) Engineer,100
9,7,Good,Data Analyst,77.78
3,0,Needs Improvement,Full Stack Developer,0
2,5,can't predict,Full Stack Developer,250
7,2,Very Poor,Full Stack Developer,28.57
7,3,Below Average,Full Stack Developer,42.86
6,0,Needs Improvement,Data Analyst,0
4,1,Very Poor,Database Administrator,25
6,1,Extremely Poor,Artificial Intelligence (AI) Engineer,16.67
3,1,Poor,Cybersecurity Analyst,33.33
10,4,Below Average,Cybersecurity Analyst,40
3,1,Poor,Full Stack Developer,33.33
8,8,Excellent,Data Analyst,100
6,2,Poor,Artificial Intelligence (AI) Engineer,33.33
2,0,Needs Improvement,Cybersecurity Analyst,0
2,6,can't predict,Data Analyst,300
1,7,can't predict,Cybersecurity Analyst,700
7,0,Needs Improvement,Data Analyst,0
3,5,can't predict,Data Analyst,166.67
6,6,Excellent,Database Administrator,100
8,8,Excellent,Cybersecurity Analyst,100
1,9,can't predict,Cybersecurity Analyst,900
10,4,Below Average,Full Stack Developer,40
5,2,Below Average,Data Analyst,40
3,7,can't predict,Data Analyst,233.33
1,3,can't predict,Full Stack Developer,300
7,7,Excellent,Artificial Intelligence (AI) Engineer,100
3,10,can't predict,Artificial Intelligence (AI) Engineer,333.33
1,1,Excellent,Data Analyst,100
6,3,Average,Full Stack Developer,50
4,9,can't predict,Cybersecurity Analyst,225
2,1,Average,Cybersecurity Analyst,50
3,7,can't predict,Database Administrator,233.33
9,5,Average,Full Stack Developer,55.56
1,5,can't predict,Cybersecurity Analyst,500
6,6,Excellent,Artificial Intelligence (AI) Engineer,100
9,1,Extremely Poor,Data Analyst,11.11
8,2,Very Poor,Database Administrator,25
1,3,can't predict,Artificial Intelligence (AI) Engineer,300
8,5,Above Average,Data Analyst,62.5
6,2,Poor,Full Stack Developer,33.33
7,5,Good,Data Analyst,71.43
8,9,can't predict,Artificial Intelligence (AI) Engineer,112.5
1,7,can't predict,Database Administrator,700
8,8,Excellent,Data Analyst,100
5,1,Very Poor,Full Stack Developer,20
3,0,Needs Improvement,Database Administrator,0
10,0,Needs Improvement,Database Administrator,0
2,1,Average,Cybersecurity Analyst,50
10,7,Good,Full Stack Developer,70
4,5,can't predict,Cybersecurity Analyst,125
8,2,Very Poor,Artificial Intelligence (AI) Engineer,25
3,4,can't predict,Artificial Intelligence (AI) Engineer,133.33
9,10,can't predict,Full Stack Developer,111.11
10,1,Extremely Poor,Database Administrator,10
8,10,can't predict,Data Analyst,125
1,10,can't predict,Database Administrator,1000
1,0,Needs Improvement,Data Analyst,0
7,7,Excellent,Full Stack Developer,100
3,9,can't predict,Data Analyst,300
3,5,can't predict,Cybersecurity Analyst,166.67
9,0,Needs Improvement,Full Stack Developer,0
5,0,Needs Improvement,Data Analyst,0
2,1,Average,Artificial Intelligence (AI) Engineer,50
5,1,Very Poor,Data Analyst,20
9,8,Very Good,Artificial Intelligence (AI) Engineer,88.89
6,9,can't predict,Full Stack Developer,150
8,5,Above Average,Full Stack Developer,62.5
3,7,can't predict,Artificial Intelligence (AI) Engineer,233.33
4,6,can't predict,Database Administrator,150
7,8,can't predict,Full Stack Developer,114.29
8,1,Extremely Poor,Full Stack Developer,12.5
8,10,can't predict,Artificial Intelligence (AI) Engineer,125
6,3,Average,Full Stack Developer,50
6,1,Extremely Poor,Full Stack Developer,16.67
9,0,Needs Improvement,Data Analyst,0
6,2,Poor,Full Stack Developer,33.33
1,3,can't predict,Database Administrator,300
4,4,Excellent,Database Administrator,100
4,1,Very Poor,Data Analyst,25
10,5,Average,Database Administrator,50
1,10,can't predict,Artificial Intelligence (AI) Engineer,1000
10,9,Excellent,Full Stack Developer,90
8,3,Poor,Artificial Intelligence (AI) Engineer,37.5
4,5,can't predict,Full Stack Developer,125
8,1,Extremely Poor,Data Analyst,12.5
6,2,Poor,Data Analyst,33.33
5,9,can't predict,Artificial Intelligence (AI) Engineer,180
10,9,Excellent,Cybersecurity Analyst,90
9,10,can't predict,Database Administrator,111.11
8,2,Very Poor,Data Analyst,25
6,1,Extremely Poor,Data Analyst,16.67
3,10,can't predict,Full Stack Developer,333.33
9,4,Below Average,Data Analyst,44.44
4,6,can't predict,Data Analyst,150
3,4,can't predict,Cybersecurity Analyst,133.33
2,0,Needs Improvement,Cybersecurity Analyst,0
3,10,can't predict,Data Analyst,333.33
1,3,can't predict,Full Stack Developer,300
7,8,can't predict,Database Administrator,114.29
7,3,Below Average,Data Analyst,42.86
2,3,can't predict,Cybersecurity Analyst,150
4,9,can't predict,Cybersecurity Analyst,225
4,2,Average,Database Administrator,50
10,9,Excellent,Full Stack Developer,90
10,3,Poor,Data Analyst,30
7,7,Excellent,Database Administrator,100
8,8,Excellent,Artificial Intelligence (AI) Engineer,100
4,9,can't predict,Database Administrator,225
5,9,can't predict,Artificial Intelligence (AI) Engineer,180
3,10,can't predict,Full Stack Developer,333.33
2,2,Excellent,Artificial Intelligence (AI) Engineer,100
10,2,Very Poor,Full Stack Developer,20
1,4,can't predict,Full Stack Developer,400
8,8,Excellent,Data Analyst,100
6,9,can't predict,Artificial Intelligence (AI) Engineer,150
10,4,Below Average,Database Administrator,40
7,5,Good,Full Stack Developer,71.43
9,5,Average,Artificial Intelligence (AI) Engineer,55.56
7,5,Good,Data Analyst,71.43
3,4,can't predict,Data Analyst,133.33
10,3,Poor,Data Analyst,30
5,10,can't predict,Data Analyst,200
9,0,Needs Improvement,Data Analyst,0
7,1,Extremely Poor,Data Analyst,14.29
6,8,can't predict,Artificial Intelligence (AI) Engineer,133.33
4,5,can't predict,Full Stack Developer,125
6,0,Needs Improvement,Data Analyst,0
4,9,can't predict,Full Stack Developer,225
8,3,Poor,Data Analyst,37.5
8,7,Very Good,Data Analyst,87.5
7,4,Average,Full Stack Developer,57.14
1,3,can't predict,Data Analyst,300
9,4,Below Average,Database Administrator,44.44
7,3,Below Average,Artificial Intelligence (AI) Engineer,42.86
9,6,Above Average,Cybersecurity Analyst,66.67
5,4,Very Good,Data Analyst,80
1,6,can't predict,Database Administrator,600
4,1,Very Poor,Data Analyst,25
6,0,Needs Improvement,Full Stack Developer,0
1,4,can't predict,Full Stack Developer,400
8,3,Poor,Artificial Intelligence (AI) Engineer,37.5
8,9,can't predict,Artificial Intelligence (AI) Engineer,112.5
6,7,can't predict,Full Stack Developer,116.67
8,10,can't predict,Full Stack Developer,125
10,10,Excellent,Full Stack Developer,100
6,6,Excellent,Data Analyst,100
10,10,Excellent,Data Analyst,100
2,2,Excellent,Cybersecurity Analyst,100
2,2,Excellent,Cybersecurity Analyst,100
4,4,Excellent,Database Administrator,100
7,9,can't predict,Full Stack Developer,128.57
6,7,can't predict,Cybersecurity Analyst,116.67
3,7,can't predict,Cybersecurity Analyst,233.33
7,5,Good,Artificial Intelligence (AI) Engineer,71.43
5,5,Excellent,Database Administrator,100
1,4,can't predict,Data Analyst,400
9,10,can't predict,Database Administrator,111.11
5,8,can't predict,Cybersecurity Analyst,160
5,2,Below Average,Artificial Intelligence (AI) Engineer,40
10,9,Excellent,Database Administrator,90
9,1,Extremely Poor,Cybersecurity Analyst,11.11
6,9,can't predict,Artificial Intelligence (AI) Engineer,150
1,2,can't predict,Cybersecurity Analyst,200
4,4,Excellent,Artificial Intelligence (AI) Engineer,100
6,0,Needs Improvement,Data Analyst,0
1,1,Excellent,Artificial Intelligence (AI) Engineer,100
3,2,Above Average,Artificial Intelligence (AI) Engineer,66.67
7,6,Very Good,Data Analyst,85.71
3,6,can't predict,Cybersecurity Analyst,200
3,6,can't predict,Full Stack Developer,200
8,7,Very Good,Artificial Intelligence (AI) Engineer,87.5
8,0,Needs Improvement,Database Administrator,0
3,3,Excellent,Data Analyst,100
3,1,Poor,Artificial Intelligence (AI) Engineer,33.33
7,0,Needs Improvement,Data Analyst,0
5,6,can't predict,Cybersecurity Analyst,120
5,1,Very Poor,Database Administrator,20
9,10,can't predict,Data Analyst,111.11
10,6,Above Average,Data Analyst,60
1,1,Excellent,Artificial Intelligence (AI) Engineer,100
4,7,can't predict,Data Analyst,175
3,2,Above Average,Full Stack Developer,66.67
6,2,Poor,Full Stack Developer,33.33
1,7,can't predict,Database Administrator,700
1,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
8,0,Needs Improvement,Cybersecurity Analyst,0
5,5,Excellent,Full Stack Developer,100
1,5,can't predict,Full Stack Developer,500
5,10,can't predict,Full Stack Developer,200
4,3,Good,Cybersecurity Analyst,75
10,8,Very Good,Artificial Intelligence (AI) Engineer,80
9,3,Poor,Database Administrator,33.33
3,9,can't predict,Artificial Intelligence (AI) Engineer,300
7,2,Very Poor,Data Analyst,28.57
7,2,Very Poor,Full Stack Developer,28.57
3,3,Excellent,Database Administrator,100
5,6,can't predict,Cybersecurity Analyst,120
4,4,Excellent,Full Stack Developer,100
10,6,Above Average,Full Stack Developer,60
9,9,Excellent,Full Stack Developer,100
6,7,can't predict,Data Analyst,116.67
7,1,Extremely Poor,Data Analyst,14.29
7,5,Good,Cybersecurity Analyst,71.43
5,7,can't predict,Full Stack Developer,140
8,9,can't predict,Artificial Intelligence (AI) Engineer,112.5
2,7,can't predict,Full Stack Developer,350
5,3,Above Average,Cybersecurity Analyst,60
5,4,Very Good,Database Administrator,80
8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
10,0,Needs Improvement,Full Stack Developer,0
2,6,can't predict,Cybersecurity Analyst,300
4,6,can't predict,Data Analyst,150
4,4,Excellent,Cybersecurity Analyst,100
1,6,can't predict,Data Analyst,600
1,10,can't predict,Cybersecurity Analyst,1000
3,10,can't predict,Cybersecurity Analyst,333.33
6,5,Very Good,Cybersecurity Analyst,83.33
10,9,Excellent,Cybersecurity Analyst,90
9,4,Below Average,Data Analyst,44.44
2,10,can't predict,Data Analyst,500
1,6,can't predict,Cybersecurity Analyst,600
10,10,Excellent,Cybersecurity Analyst,100
9,1,Extremely Poor,Database Administrator,11.11
5,10,can't predict,Artificial Intelligence (AI) Engineer,200
2,6,can't predict,Data Analyst,300
1,9,can't predict,Artificial Intelligence (AI) Engineer,900
1,10,can't predict,Data Analyst,1000
10,2,Very Poor,Full Stack Developer,20
9,10,can't predict,Data Analyst,111.11
5,3,Above Average,Artificial Intelligence (AI) Engineer,60
5,5,Excellent,Full Stack Developer,100
6,1,Extremely Poor,Full Stack Developer,16.67
1,7,can't predict,Cybersecurity Analyst,700
4,10,can't predict,Data Analyst,250
5,2,Below Average,Artificial Intelligence (AI) Engineer,40
7,4,Average,Data Analyst,57.14
9,6,Above Average,Artificial Intelligence (AI) Engineer,66.67
8,9,can't predict,Data Analyst,112.5
4,8,can't predict,Artificial Intelligence (AI) Engineer,200
7,9,can't predict,Data Analyst,128.57
7,4,Average,Artificial Intelligence (AI) Engineer,57.14
2,2,Excellent,Artificial Intelligence (AI) Engineer,100
6,9,can't predict,Full Stack Developer,150
7,9,can't predict,Full Stack Developer,128.57
10,1,Extremely Poor,Artificial Intelligence (AI) Engineer,10
8,7,Very Good,Data Analyst,87.5
2,2,Excellent,Full Stack Developer,100
2,1,Average,Artificial Intelligence (AI) Engineer,50
3,5,can't predict,Data Analyst,166.67
4,4,Excellent,Data Analyst,100
8,7,Very Good,Database Administrator,87.5
2,10,can't predict,Data Analyst,500
6,9,can't predict,Full Stack Developer,150
7,10,can't predict,Data Analyst,142.86
1,1,Excellent,Data Analyst,100
7,10,can't predict,Cybersecurity Analyst,142.86
2,7,can't predict,Artificial Intelligence (AI) Engineer,350
1,1,Excellent,Artificial Intelligence (AI) Engineer,100
9,9,Excellent,Database Administrator,100
6,10,can't predict,Cybersecurity Analyst,166.67
4,8,can't predict,Full Stack Developer,200
7,2,Very Poor,Data Analyst,28.57
9,2,Very Poor,Data Analyst,22.22
2,5,can't predict,Full Stack Developer,250
8,2,Very Poor,Artificial Intelligence (AI) Engineer,25
1,5,can't predict,Data Analyst,500
8,7,Very Good,Full Stack Developer,87.5
8,9,can't predict,Full Stack Developer,112.5
3,10,can't predict,Data Analyst,333.33
7,3,Below Average,Database Administrator,42.86
3,10,can't predict,Data Analyst,333.33
10,5,Average,Full Stack Developer,50
2,5,can't predict,Artificial Intelligence (AI) Engineer,250
2,2,Excellent,Full Stack Developer,100
6,1,Extremely Poor,Data Analyst,16.67
1,2,can't predict,Database Administrator,200
7,0,Needs Improvement,Full Stack Developer,0
7,3,Below Average,Database Administrator,42.86
1,0,Needs Improvement,Database Administrator,0
2,4,can't predict,Data Analyst,200
8,6,Good,Full Stack Developer,75
8,7,Very Good,Full Stack Developer,87.5
10,7,Good,Full Stack Developer,70
2,7,can't predict,Cybersecurity Analyst,350
3,1,Poor,Data Analyst,33.33
5,0,Needs Improvement,Database Administrator,0
5,3,Above Average,Data Analyst,60
5,9,can't predict,Artificial Intelligence (AI) Engineer,180
3,5,can't predict,Database Administrator,166.67
4,1,Very Poor,Artificial Intelligence (AI) Engineer,25
9,3,Poor,Artificial Intelligence (AI) Engineer,33.33
7,6,Very Good,Full Stack Developer,85.71
6,7,can't predict,Full Stack Developer,116.67
2,5,can't predict,Data Analyst,250
10,7,Good,Database Administrator,70
9,8,Very Good,Data Analyst,88.89
6,4,Above Average,Cybersecurity Analyst,66.67
3,2,Above Average,Cybersecurity Analyst,66.67
3,7,can't predict,Database Administrator,233.33
3,0,Needs Improvement,Full Stack Developer,0
6,8,can't predict,Data Analyst,133.33
2,4,can't predict,Database Administrator,200
8,3,Poor,Data Analyst,37.5
9,1,Extremely Poor,Artificial Intelligence (AI) Engineer,11.11
2,3,can't predict,Cybersecurity Analyst,150
7,2,Very Poor,Full Stack Developer,28.57
4,8,can't predict,Artificial Intelligence (AI) Engineer,200
4,2,Average,Full Stack Developer,50
7,3,Below Average,Data Analyst,42.86
9,2,Very Poor,Database Administrator,22.22
6,3,Average,Database Administrator,50
3,2,Above Average,Artificial Intelligence (AI) Engineer,66.67
1,8,can't predict,Data Analyst,800
7,1,Extremely Poor,Data Analyst,14.29
8,4,Average,Data Analyst,50
1,10,can't predict,Artificial Intelligence (AI) Engineer,1000
9,9,Excellent,Artificial Intelligence (AI) Engineer,100
5,7,can't predict,Data Analyst,140
6,1,Extremely Poor,Data Analyst,16.67
6,2,Poor,Data Analyst,33.33
2,3,can't predict,Artificial Intelligence (AI) Engineer,150
7,8,can't predict,Artificial Intelligence (AI) Engineer,114.29
1,9,can't predict,Data Analyst,900
6,7,can't predict,Data Analyst,116.67
10,3,Poor,Full Stack Developer,30
4,7,can't predict,Data Analyst,175
7,3,Below Average,Full Stack Developer,42.86
2,7,can't predict,Data Analyst,350
6,1,Extremely Poor,Artificial Intelligence (AI) Engineer,16.67
9,2,Very Poor,Cybersecurity Analyst,22.22
2,2,Excellent,Artificial Intelligence (AI) Engineer,100
6,4,Above Average,Data Analyst,66.67
6,6,Excellent,Database Administrator,100
2,2,Excellent,Database Administrator,100
1,8,can't predict,Full Stack Developer,800
1,8,can't predict,Database Administrator,800
8,7,Very Good,Database Administrator,87.5
3,7,can't predict,Full Stack Developer,233.33
10,10,Excellent,Full Stack Developer,100
3,5,can't predict,Database Administrator,166.67
8,5,Above Average,Data Analyst,62.5
3,10,can't predict,Data Analyst,333.33
9,7,Good,Cybersecurity Analyst,77.78
8,4,Average,Artificial Intelligence (AI) Engineer,50
7,8,can't predict,Cybersecurity Analyst,114.29
5,9,can't predict,Database Administrator,180
10,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
6,6,Excellent,Database Administrator,100
4,2,Average,Artificial Intelligence (AI) Engineer,50
6,10,can't predict,Database Administrator,166.67
9,1,Extremely Poor,Full Stack Developer,11.11
7,10,can't predict,Data Analyst,142.86
6,10,can't predict,Data Analyst,166.67
9,1,Extremely Poor,Full Stack Developer,11.11
2,0,Needs Improvement,Data Analyst,0
6,6,Excellent,Artificial Intelligence (AI) Engineer,100
8,6,Good,Artificial Intelligence (AI) Engineer,75
5,1,Very Poor,Database Administrator,20
3,7,can't predict,Full Stack Developer,233.33
1,3,can't predict,Cybersecurity Analyst,300
9,5,Average,Artificial Intelligence (AI) Engineer,55.56
2,2,Excellent,Artificial Intelligence (AI) Engineer,100
7,7,Excellent,Full Stack Developer,100
6,10,can't predict,Data Analyst,166.67
8,1,Extremely Poor,Full Stack Developer,12.5
3,10,can't predict,Full Stack Developer,333.33
8,4,Average,Data Analyst,50
7,3,Below Average,Data Analyst,42.86
5,8,can't predict,Data Analyst,160
5,4,Very Good,Full Stack Developer,80
8,9,can't predict,Artificial Intelligence (AI) Engineer,112.5
3,1,Poor,Full Stack Developer,33.33
5,4,Very Good,Cybersecurity Analyst,80
6,7,can't predict,Artificial Intelligence (AI) Engineer,116.67
7,7,Excellent,Data Analyst,100
8,8,Excellent,Artificial Intelligence (AI) Engineer,100
2,3,can't predict,Data Analyst,150
5,6,can't predict,Database Administrator,120
1,10,can't predict,Full Stack Developer,1000
8,7,Very Good,Artificial Intelligence (AI) Engineer,87.5
3,7,can't predict,Artificial Intelligence (AI) Engineer,233.33
8,5,Above Average,Data Analyst,62.5
4,4,Excellent,Artificial Intelligence (AI) Engineer,100
9,10,can't predict,Database Administrator,111.11
5,8,can't predict,Full Stack Developer,160
3,9,can't predict,Full Stack Developer,300
9,4,Below Average,Data Analyst,44.44
9,9,Excellent,Full Stack Developer,100
10,6,Above Average,Artificial Intelligence (AI) Engineer,60
10,6,Above Average,Full Stack Developer,60
3,4,can't predict,Database Administrator,133.33
3,2,Above Average,Database Administrator,66.67
3,4,can't predict,Database Administrator,133.33
10,3,Poor,Full Stack Developer,30
3,8,can't predict,Full Stack Developer,266.67
8,10,can't predict,Data Analyst,125
10,2,Very Poor,Data Analyst,20
5,7,can't predict,Full Stack Developer,140
5,7,can't predict,Artificial Intelligence (AI) Engineer,140
6,9,can't predict,Database Administrator,150
5,0,Needs Improvement,Full Stack Developer,0
3,5,can't predict,Full Stack Developer,166.67
2,0,Needs Improvement,Full Stack Developer,0
5,0,Needs Improvement,Full Stack Developer,0
10,5,Average,Cybersecurity Analyst,50
10,0,Needs Improvement,Data Analyst,0
1,10,can't predict,Cybersecurity Analyst,1000
1,5,can't predict,Data Analyst,500
3,7,can't predict,Data Analyst,233.33
4,0,Needs Improvement,Full Stack Developer,0
2,3,can't predict,Data Analyst,150
8,4,Average,Database Administrator,50
9,5,Average,Database Administrator,55.56
3,8,can't predict,Artificial Intelligence (AI) Engineer,266.67
9,7,Good,Full Stack Developer,77.78
1,4,can't predict,Full Stack Developer,400
3,2,Above Average,Artificial Intelligence (AI) Engineer,66.67
4,4,Excellent,Data Analyst,100
5,5,Excellent,Data Analyst,100
3,8,can't predict,Full Stack Developer,266.67
2,7,can't predict,Data Analyst,350
6,9,can't predict,Full Stack Developer,150
5,3,Above Average,Database Administrator,60
7,0,Needs Improvement,Cybersecurity Analyst,0
4,7,can't predict,Full Stack Developer,175
1,4,can't predict,Data Analyst,400
1,1,Excellent,Database Administrator,100
9,8,Very Good,Data Analyst,88.89
2,4,can't predict,Data Analyst,200
2,5,can't predict,Database Administrator,250
6,5,Very Good,Database Administrator,83.33
9,0,Needs Improvement,Cybersecurity Analyst,0
10,4,Below Average,Data Analyst,40
5,6,can't predict,Full Stack Developer,120
7,0,Needs Improvement,Database Administrator,0
1,10,can't predict,Data Analyst,1000
9,10,can't predict,Full Stack Developer,111.11
7,9,can't predict,Cybersecurity Analyst,128.57
8,6,Good,Database Administrator,75
3,5,can't predict,Data Analyst,166.67
8,6,Good,Database Administrator,75
10,6,Above Average,Full Stack Developer,60
1,3,can't predict,Full Stack Developer,300
4,9,can't predict,Cybersecurity Analyst,225
2,0,Needs Improvement,Cybersecurity Analyst,0
