total questions,correct questions,Performance,Job Profile Name,correctness
7,0,Needs Improvement,Full Stack Developer,0
5,0,Needs Improvement,Data Analyst,0
5,1,Very Poor,Full Stack Developer,20
9,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
10,3,Poor,Data Analyst,30
9,4,Below Average,Full Stack Developer,44.44
10,9,Excellent,Database Administrator,90
3,9,can't predict,Artificial Intelligence (AI) Engineer,300
4,8,can't predict,Artificial Intelligence (AI) Engineer,200
5,5,Excellent,Data Analyst,100
3,4,can't predict,Data Analyst,133.33
4,8,can't predict,Cybersecurity Analyst,200
8,4,Average,Data Analyst,50
9,9,Excellent,Database Administrator,100
3,4,can't predict,Database Administrator,133.33
10,1,Extremely Poor,Database Administrator,10
1,10,can't predict,Database Administrator,1000
10,10,Excellent,Cybersecurity Analyst,100
2,0,Needs Improvement,Database Administrator,0
6,5,Very Good,Full Stack Developer,83.33
9,4,Below Average,Artificial Intelligence (AI) Engineer,44.44
6,1,Extremely Poor,Full Stack Developer,16.67
9,5,Average,Artificial Intelligence (AI) Engineer,55.56
9,1,Extremely Poor,Full Stack Developer,11.11
2,0,Needs Improvement,Cybersecurity Analyst,0
10,7,Good,Full Stack Developer,70
10,2,Very Poor,Database Administrator,20
8,5,Above Average,Data Analyst,62.5
7,1,Extremely Poor,Artificial Intelligence (AI) Engineer,14.29
7,2,Very Poor,Data Analyst,28.57
8,10,can't predict,Data Analyst,125
7,5,Good,Database Administrator,71.43
8,2,Very Poor,Full Stack Developer,25
2,7,can't predict,Full Stack Developer,350
4,3,Good,Data Analyst,75
3,10,can't predict,Cybersecurity Analyst,333.33
7,1,Extremely Poor,Database Administrator,14.29
6,6,Excellent,Cybersecurity Analyst,100
4,4,Excellent,Data Analyst,100
5,2,Below Average,Data Analyst,40
5,2,Below Average,Cybersecurity Analyst,40
9,0,Needs Improvement,Database Administrator,0
4,1,Very Poor,Data Analyst,25
7,8,can't predict,Full Stack Developer,114.29
10,9,Excellent,Data Analyst,90
2,0,Needs Improvement,Data Analyst,0
5,8,can't predict,Full Stack Developer,160
1,6,can't predict,Data Analyst,600
4,8,can't predict,Full Stack Developer,200
10,3,Poor,Data Analyst,30
8,0,Needs Improvement,Cybersecurity Analyst,0
1,1,Excellent,Artificial Intelligence (AI) Engineer,100
1,8,can't predict,Full Stack Developer,800
3,5,can't predict,Artificial Intelligence (AI) Engineer,166.67
4,3,Good,Database Administrator,75
8,8,Excellent,Full Stack Developer,100
3,3,Excellent,Full Stack Developer,100
7,4,Average,Data Analyst,57.14
7,4,Average,Database Administrator,57.14
9,0,Needs Improvement,Data Analyst,0
6,10,can't predict,Artificial Intelligence (AI) Engineer,166.67
6,3,Average,Database Administrator,50
8,8,Excellent,Data Analyst,100
4,10,can't predict,Data Analyst,250
3,3,Excellent,Data Analyst,100
7,3,Below Average,Full Stack Developer,42.86
2,4,can't predict,Data Analyst,200
7,0,Needs Improvement,Data Analyst,0
8,4,Average,Data Analyst,50
3,4,can't predict,Cybersecurity Analyst,133.33
4,5,can't predict,Cybersecurity Analyst,125
6,9,can't predict,Artificial Intelligence (AI) Engineer,150
10,10,Excellent,Cybersecurity Analyst,100
9,4,Below Average,Full Stack Developer,44.44
8,2,Very Poor,Full Stack Developer,25
7,8,can't predict,Full Stack Developer,114.29
9,9,Excellent,Data Analyst,100
6,9,can't predict,Artificial Intelligence (AI) Engineer,150
8,5,Above Average,Data Analyst,62.5
4,9,can't predict,Data Analyst,225
9,0,Needs Improvement,Database Administrator,0
8,9,can't predict,Full Stack Developer,112.5
10,7,Good,Cybersecurity Analyst,70
10,6,Above Average,Data Analyst,60
7,4,Average,Data Analyst,57.14
1,8,can't predict,Cybersecurity Analyst,800
7,0,Needs Improvement,Full Stack Developer,0
7,4,Average,Cybersecurity Analyst,57.14
3,4,can't predict,Full Stack Developer,133.33
1,9,can't predict,Cybersecurity Analyst,900
9,8,Very Good,Full Stack Developer,88.89
2,2,Excellent,Artificial Intelligence (AI) Engineer,100
2,0,Needs Improvement,Data Analyst,0
10,2,Very Poor,Database Administrator,20
3,0,Needs Improvement,Data Analyst,0
6,2,Poor,Database Administrator,33.33
10,1,Extremely Poor,Cybersecurity Analyst,10
8,10,can't predict,Full Stack Developer,125
5,1,Very Poor,Data Analyst,20
8,9,can't predict,Data Analyst,112.5
3,7,can't predict,Data Analyst,233.33
8,1,Extremely Poor,Artificial Intelligence (AI) Engineer,12.5
7,9,can't predict,Database Administrator,128.57
1,8,can't predict,Full Stack Developer,800
10,10,Excellent,Cybersecurity Analyst,100
5,9,can't predict,Database Administrator,180
6,1,Extremely Poor,Artificial Intelligence (AI) Engineer,16.67
7,3,Below Average,Data Analyst,42.86
9,10,can't predict,Cybersecurity Analyst,111.11
8,4,Average,Data Analyst,50
2,2,Excellent,Artificial Intelligence (AI) Engineer,100
4,5,can't predict,Artificial Intelligence (AI) Engineer,125
10,9,Excellent,Database Administrator,90
4,10,can't predict,Database Administrator,250
2,4,can't predict,Cybersecurity Analyst,200
2,0,Needs Improvement,Data Analyst,0
5,5,Excellent,Data Analyst,100
10,1,Extremely Poor,Full Stack Developer,10
3,5,can't predict,Artificial Intelligence (AI) Engineer,166.67
9,0,Needs Improvement,Data Analyst,0
7,8,can't predict,Data Analyst,114.29
1,10,can't predict,Cybersecurity Analyst,1000
7,9,can't predict,Database Administrator,128.57
1,8,can't predict,Data Analyst,800
6,5,Very Good,Database Administrator,83.33
9,10,can't predict,Data Analyst,111.11
7,8,can't predict,Full Stack Developer,114.29
2,2,Excellent,Database Administrator,100
5,1,Very Poor,Cybersecurity Analyst,20
8,2,Very Poor,Artificial Intelligence (AI) Engineer,25
9,7,Good,Full Stack Developer,77.78
10,7,Good,Artificial Intelligence (AI) Engineer,70
8,4,Average,Artificial Intelligence (AI) Engineer,50
7,2,Very Poor,Data Analyst,28.57
6,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
4,7,can't predict,Data Analyst,175
8,7,Very Good,Data Analyst,87.5
5,6,can't predict,Data Analyst,120
5,6,can't predict,Artificial Intelligence (AI) Engineer,120
3,2,Above Average,Data Analyst,66.67
1,9,can't predict,Data Analyst,900
1,2,can't predict,Data Analyst,200
2,0,Needs Improvement,Full Stack Developer,0
10,6,Above Average,Cybersecurity Analyst,60
10,0,Needs Improvement,Full Stack Developer,0
6,7,can't predict,Database Administrator,116.67
9,6,Above Average,Data Analyst,66.67
8,3,Poor,Data Analyst,37.5
1,10,can't predict,Full Stack Developer,1000
5,10,can't predict,Data Analyst,200
5,10,can't predict,Cybersecurity Analyst,200
7,0,Needs Improvement,Database Administrator,0
3,10,can't predict,Cybersecurity Analyst,333.33
9,3,Poor,Data Analyst,33.33
10,1,Extremely Poor,Data Analyst,10
3,3,Excellent,Cybersecurity Analyst,100
10,0,Needs Improvement,Database Administrator,0
9,6,Above Average,Database Administrator,66.67
9,1,Extremely Poor,Cybersecurity Analyst,11.11
2,1,Average,Data Analyst,50
7,1,Extremely Poor,Full Stack Developer,14.29
10,6,Above Average,Full Stack Developer,60
7,2,Very Poor,Artificial Intelligence (AI) Engineer,28.57
10,9,Excellent,Cybersecurity Analyst,90
10,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
2,5,can't predict,Data Analyst,250
7,2,Very Poor,Data Analyst,28.57
2,3,can't predict,Database Administrator,150
9,9,Excellent,Artificial Intelligence (AI) Engineer,100
2,8,can't predict,Full Stack Developer,400
3,1,Poor,Database Administrator,33.33
7,2,Very Poor,Full Stack Developer,28.57
1,3,can't predict,Data Analyst,300
3,0,Needs Improvement,Full Stack Developer,0
4,2,Average,Cybersecurity Analyst,50
9,6,Above Average,Database Administrator,66.67
2,4,can't predict,Artificial Intelligence (AI) Engineer,200
4,3,Good,Data Analyst,75
3,9,can't predict,Full Stack Developer,300
8,6,Good,Database Administrator,75
2,5,can't predict,Full Stack Developer,250
6,10,can't predict,Cybersecurity Analyst,166.67
4,5,can't predict,Database Administrator,125
6,0,Needs Improvement,Data Analyst,0
3,8,can't predict,Database Administrator,266.67
5,8,can't predict,Database Administrator,160
10,8,Very Good,Cybersecurity Analyst,80
5,3,Above Average,Database Administrator,60
9,6,Above Average,Full Stack Developer,66.67
9,9,Excellent,Artificial Intelligence (AI) Engineer,100
8,8,Excellent,Database Administrator,100
7,6,Very Good,Data Analyst,85.71
10,0,Needs Improvement,Cybersecurity Analyst,0
10,7,Good,Artificial Intelligence (AI) Engineer,70
6,1,Extremely Poor,Artificial Intelligence (AI) Engineer,16.67
6,5,Very Good,Full Stack Developer,83.33
9,3,Poor,Database Administrator,33.33
5,0,Needs Improvement,Full Stack Developer,0
3,5,can't predict,Full Stack Developer,166.67
6,5,Very Good,Database Administrator,83.33
6,0,Needs Improvement,Data Analyst,0
8,9,can't predict,Database Administrator,112.5
5,5,Excellent,Database Administrator,100
6,1,Extremely Poor,Full Stack Developer,16.67
2,9,can't predict,Database Administrator,450
4,10,can't predict,Cybersecurity Analyst,250
9,10,can't predict,Data Analyst,111.11
5,6,can't predict,Cybersecurity Analyst,120
3,2,Above Average,Full Stack Developer,66.67
6,5,Very Good,Full Stack Developer,83.33
5,10,can't predict,Cybersecurity Analyst,200
2,5,can't predict,Database Administrator,250
8,5,Above Average,Cybersecurity Analyst,62.5
10,1,Extremely Poor,Artificial Intelligence (AI) Engineer,10
3,8,can't predict,Full Stack Developer,266.67
6,9,can't predict,Cybersecurity Analyst,150
5,10,can't predict,Artificial Intelligence (AI) Engineer,200
3,7,can't predict,Cybersecurity Analyst,233.33
7,8,can't predict,Full Stack Developer,114.29
8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
6,5,Very Good,Data Analyst,83.33
4,7,can't predict,Full Stack Developer,175
10,9,Excellent,Full Stack Developer,90
10,4,Below Average,Data Analyst,40
7,8,can't predict,Cybersecurity Analyst,114.29
4,6,can't predict,Cybersecurity Analyst,150
1,7,can't predict,Data Analyst,700
4,8,can't predict,Data Analyst,200
4,5,can't predict,Database Administrator,125
2,1,Average,Cybersecurity Analyst,50
8,9,can't predict,Database Administrator,112.5
2,4,can't predict,Data Analyst,200
9,9,Excellent,Full Stack Developer,100
8,3,Poor,Database Administrator,37.5
10,6,Above Average,Data Analyst,60
2,9,can't predict,Data Analyst,450
6,3,Average,Data Analyst,50
8,8,Excellent,Full Stack Developer,100
1,5,can't predict,Database Administrator,500
10,1,Extremely Poor,Full Stack Developer,10
10,6,Above Average,Cybersecurity Analyst,60
3,6,can't predict,Data Analyst,200
8,6,Good,Full Stack Developer,75
8,4,Average,Cybersecurity Analyst,50
1,4,can't predict,Artificial Intelligence (AI) Engineer,400
6,4,Above Average,Full Stack Developer,66.67
7,7,Excellent,Database Administrator,100
9,3,Poor,Cybersecurity Analyst,33.33
8,10,can't predict,Full Stack Developer,125
4,10,can't predict,Artificial Intelligence (AI) Engineer,250
7,8,can't predict,Full Stack Developer,114.29
1,10,can't predict,Data Analyst,1000
5,4,Very Good,Cybersecurity Analyst,80
7,7,Excellent,Database Administrator,100
4,6,can't predict,Artificial Intelligence (AI) Engineer,150
4,10,can't predict,Data Analyst,250
7,4,Average,Full Stack Developer,57.14
9,4,Below Average,Artificial Intelligence (AI) Engineer,44.44
8,10,can't predict,Artificial Intelligence (AI) Engineer,125
5,6,can't predict,Full Stack Developer,120
2,6,can't predict,Data Analyst,300
3,5,can't predict,Data Analyst,166.67
7,3,Below Average,Artificial Intelligence (AI) Engineer,42.86
8,6,Good,Database Administrator,75
4,3,Good,Data Analyst,75
2,4,can't predict,Data Analyst,200
7,0,Needs Improvement,Database Administrator,0
3,8,can't predict,Data Analyst,266.67
7,0,Needs Improvement,Data Analyst,0
10,7,Good,Artificial Intelligence (AI) Engineer,70
1,2,can't predict,Data Analyst,200
5,2,Below Average,Database Administrator,40
1,8,can't predict,Full Stack Developer,800
6,4,Above Average,Full Stack Developer,66.67
6,1,Extremely Poor,Data Analyst,16.67
6,5,Very Good,Database Administrator,83.33
3,7,can't predict,Artificial Intelligence (AI) Engineer,233.33
1,5,can't predict,Artificial Intelligence (AI) Engineer,500
9,3,Poor,Database Administrator,33.33
8,3,Poor,Data Analyst,37.5
1,6,can't predict,Data Analyst,600
9,6,Above Average,Database Administrator,66.67
6,5,Very Good,Database Administrator,83.33
9,8,Very Good,Database Administrator,88.89
1,1,Excellent,Data Analyst,100
4,8,can't predict,Database Administrator,200
1,8,can't predict,Data Analyst,800
10,5,Average,Full Stack Developer,50
7,8,can't predict,Database Administrator,114.29
7,0,Needs Improvement,Data Analyst,0
7,5,Good,Cybersecurity Analyst,71.43
8,8,Excellent,Full Stack Developer,100
4,2,Average,Full Stack Developer,50
9,8,Very Good,Artificial Intelligence (AI) Engineer,88.89
8,3,Poor,Database Administrator,37.5
4,0,Needs Improvement,Cybersecurity Analyst,0
10,0,Needs Improvement,Full Stack Developer,0
8,5,Above Average,Full Stack Developer,62.5
6,10,can't predict,Cybersecurity Analyst,166.67
3,8,can't predict,Data Analyst,266.67
1,9,can't predict,Database Administrator,900
1,8,can't predict,Database Administrator,800
3,3,Excellent,Artificial Intelligence (AI) Engineer,100
10,5,Average,Cybersecurity Analyst,50
9,6,Above Average,Data Analyst,66.67
1,4,can't predict,Data Analyst,400
5,4,Very Good,Artificial Intelligence (AI) Engineer,80
1,0,Needs Improvement,Cybersecurity Analyst,0
10,6,Above Average,Data Analyst,60
1,1,Excellent,Data Analyst,100
4,0,Needs Improvement,Full Stack Developer,0
2,3,can't predict,Data Analyst,150
9,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
6,8,can't predict,Full Stack Developer,133.33
2,3,can't predict,Database Administrator,150
3,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
8,1,Extremely Poor,Data Analyst,12.5
7,6,Very Good,Full Stack Developer,85.71
2,4,can't predict,Artificial Intelligence (AI) Engineer,200
10,0,Needs Improvement,Data Analyst,0
10,5,Average,Data Analyst,50
8,3,Poor,Full Stack Developer,37.5
10,5,Average,Artificial Intelligence (AI) Engineer,50
2,2,Excellent,Data Analyst,100
4,3,Good,Cybersecurity Analyst,75
1,0,Needs Improvement,Full Stack Developer,0
2,10,can't predict,Full Stack Developer,500
10,6,Above Average,Full Stack Developer,60
5,6,can't predict,Data Analyst,120
10,7,Good,Full Stack Developer,70
6,4,Above Average,Data Analyst,66.67
6,10,can't predict,Database Administrator,166.67
8,4,Average,Artificial Intelligence (AI) Engineer,50
5,9,can't predict,Data Analyst,180
10,2,Very Poor,Data Analyst,20
4,10,can't predict,Database Administrator,250
5,5,Excellent,Artificial Intelligence (AI) Engineer,100
2,1,Average,Data Analyst,50
9,4,Below Average,Database Administrator,44.44
4,3,Good,Artificial Intelligence (AI) Engineer,75
5,5,Excellent,Data Analyst,100
1,4,can't predict,Full Stack Developer,400
10,3,Poor,Data Analyst,30
7,3,Below Average,Full Stack Developer,42.86
9,10,can't predict,Data Analyst,111.11
10,9,Excellent,Data Analyst,90
2,10,can't predict,Data Analyst,500
10,1,Extremely Poor,Full Stack Developer,10
6,0,Needs Improvement,Database Administrator,0
8,0,Needs Improvement,Full Stack Developer,0
4,7,can't predict,Database Administrator,175
8,0,Needs Improvement,Database Administrator,0
7,2,Very Poor,Data Analyst,28.57
5,1,Very Poor,Artificial Intelligence (AI) Engineer,20
6,0,Needs Improvement,Data Analyst,0
9,9,Excellent,Data Analyst,100
5,3,Above Average,Database Administrator,60
5,10,can't predict,Full Stack Developer,200
3,6,can't predict,Database Administrator,200
6,3,Average,Database Administrator,50
2,7,can't predict,Artificial Intelligence (AI) Engineer,350
2,10,can't predict,Database Administrator,500
6,2,Poor,Data Analyst,33.33
4,0,Needs Improvement,Full Stack Developer,0
8,10,can't predict,Database Administrator,125
1,9,can't predict,Data Analyst,900
9,4,Below Average,Cybersecurity Analyst,44.44
9,5,Average,Cybersecurity Analyst,55.56
7,0,Needs Improvement,Full Stack Developer,0
2,6,can't predict,Full Stack Developer,300
7,4,Average,Database Administrator,57.14
8,2,Very Poor,Cybersecurity Analyst,25
4,4,Excellent,Full Stack Developer,100
9,9,Excellent,Cybersecurity Analyst,100
2,10,can't predict,Full Stack Developer,500
1,3,can't predict,Database Administrator,300
6,7,can't predict,Full Stack Developer,116.67
7,6,Very Good,Artificial Intelligence (AI) Engineer,85.71
5,6,can't predict,Data Analyst,120
5,10,can't predict,Full Stack Developer,200
5,6,can't predict,Full Stack Developer,120
7,7,Excellent,Data Analyst,100
7,6,Very Good,Artificial Intelligence (AI) Engineer,85.71
8,1,Extremely Poor,Cybersecurity Analyst,12.5
1,3,can't predict,Full Stack Developer,300
2,3,can't predict,Data Analyst,150
10,1,Extremely Poor,Database Administrator,10
8,1,Extremely Poor,Cybersecurity Analyst,12.5
3,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
7,3,Below Average,Artificial Intelligence (AI) Engineer,42.86
1,7,can't predict,Full Stack Developer,700
7,3,Below Average,Cybersecurity Analyst,42.86
9,8,Very Good,Cybersecurity Analyst,88.89
7,2,Very Poor,Artificial Intelligence (AI) Engineer,28.57
4,10,can't predict,Data Analyst,250
4,9,can't predict,Artificial Intelligence (AI) Engineer,225
7,3,Below Average,Full Stack Developer,42.86
1,10,can't predict,Full Stack Developer,1000
4,1,Very Poor,Cybersecurity Analyst,25
6,10,can't predict,Cybersecurity Analyst,166.67
2,8,can't predict,Artificial Intelligence (AI) Engineer,400
7,0,Needs Improvement,Database Administrator,0
9,0,Needs Improvement,Database Administrator,0
3,7,can't predict,Data Analyst,233.33
5,8,can't predict,Database Administrator,160
4,6,can't predict,Full Stack Developer,150
10,8,Very Good,Artificial Intelligence (AI) Engineer,80
8,2,Very Poor,Data Analyst,25
6,9,can't predict,Full Stack Developer,150
5,2,Below Average,Data Analyst,40
10,9,Excellent,Database Administrator,90
7,0,Needs Improvement,Database Administrator,0
2,0,Needs Improvement,Data Analyst,0
4,8,can't predict,Artificial Intelligence (AI) Engineer,200
8,9,can't predict,Cybersecurity Analyst,112.5
1,4,can't predict,Artificial Intelligence (AI) Engineer,400
9,1,Extremely Poor,Full Stack Developer,11.11
1,2,can't predict,Artificial Intelligence (AI) Engineer,200
4,2,Average,Data Analyst,50
6,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
7,10,can't predict,Full Stack Developer,142.86
8,4,Average,Full Stack Developer,50
10,3,Poor,Full Stack Developer,30
4,9,can't predict,Data Analyst,225
3,7,can't predict,Data Analyst,233.33
6,8,can't predict,Artificial Intelligence (AI) Engineer,133.33
10,3,Poor,Database Administrator,30
2,7,can't predict,Full Stack Developer,350
9,3,Poor,Full Stack Developer,33.33
8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
4,2,Average,Full Stack Developer,50
2,6,can't predict,Full Stack Developer,300
3,4,can't predict,Database Administrator,133.33
4,7,can't predict,Data Analyst,175
1,6,can't predict,Data Analyst,600
4,4,Excellent,Full Stack Developer,100
6,7,can't predict,Data Analyst,116.67
3,6,can't predict,Data Analyst,200
4,4,Excellent,Full Stack Developer,100
1,3,can't predict,Full Stack Developer,300
5,4,Very Good,Data Analyst,80
2,1,Average,Data Analyst,50
7,4,Average,Data Analyst,57.14
6,8,can't predict,Artificial Intelligence (AI) Engineer,133.33
6,9,can't predict,Full Stack Developer,150
2,2,Excellent,Cybersecurity Analyst,100
1,3,can't predict,Data Analyst,300
8,9,can't predict,Data Analyst,112.5
7,8,can't predict,Cybersecurity Analyst,114.29
2,4,can't predict,Database Administrator,200
5,7,can't predict,Artificial Intelligence (AI) Engineer,140
7,9,can't predict,Artificial Intelligence (AI) Engineer,128.57
9,10,can't predict,Data Analyst,111.11
1,0,Needs Improvement,Database Administrator,0
9,10,can't predict,Database Administrator,111.11
9,8,Very Good,Artificial Intelligence (AI) Engineer,88.89
9,0,Needs Improvement,Data Analyst,0
3,3,Excellent,Data Analyst,100
7,8,can't predict,Full Stack Developer,114.29
2,5,can't predict,Database Administrator,250
3,4,can't predict,Artificial Intelligence (AI) Engineer,133.33
4,7,can't predict,Database Administrator,175
6,2,Poor,Database Administrator,33.33
6,8,can't predict,Database Administrator,133.33
3,2,Above Average,Data Analyst,66.67
2,4,can't predict,Data Analyst,200
7,4,Average,Database Administrator,57.14
5,3,Above Average,Database Administrator,60
7,4,Average,Full Stack Developer,57.14
1,2,can't predict,Cybersecurity Analyst,200
3,5,can't predict,Cybersecurity Analyst,166.67
3,6,can't predict,Database Administrator,200
9,6,Above Average,Data Analyst,66.67
3,5,can't predict,Database Administrator,166.67
1,3,can't predict,Data Analyst,300
9,4,Below Average,Database Administrator,44.44
9,5,Average,Data Analyst,55.56
4,6,can't predict,Data Analyst,150
8,7,Very Good,Cybersecurity Analyst,87.5
6,0,Needs Improvement,Data Analyst,0
3,3,Excellent,Cybersecurity Analyst,100
3,7,can't predict,Artificial Intelligence (AI) Engineer,233.33
6,10,can't predict,Artificial Intelligence (AI) Engineer,166.67
4,0,Needs Improvement,Full Stack Developer,0
8,0,Needs Improvement,Artificial Intelligence (AI) Engineer,0
5,4,Very Good,Full Stack Developer,80
5,7,can't predict,Data Analyst,140
5,2,Below Average,Data Analyst,40
4,3,Good,Cybersecurity Analyst,75
10,0,Needs Improvement,Database Administrator,0
4,2,Average,Cybersecurity Analyst,50
2,7,can't predict,Artificial Intelligence (AI) Engineer,350
9,0,Needs Improvement,Data Analyst,0
8,10,can't predict,Full Stack Developer,125
8,9,can't predict,Full Stack Developer,112.5
3,6,can't predict,Database Administrator,200
8,0,Needs Improvement,Database Administrator,0
7,7,Excellent,Artificial Intelligence (AI) Engineer,100
10,8,Very Good,Artificial Intelligence (AI) Engineer,80
8,10,can't predict,Database Administrator,125
5,4,Very Good,Database Administrator,80
9,1,Extremely Poor,Cybersecurity Analyst,11.11
3,6,can't predict,Data Analyst,200
